pk	pn	lat	lon	link
C5301	Apesokari: Tholos B	35.004522	24.948857	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5301
C5302	Apesokari: Tholos A	35.004307	24.946546	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5302
C5303	Kalokhorafitis: Pirgiotissis	35.110738	24.817384	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5303
C5304	Cave of Liliano	35.187071	25.336532	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5304
C5305	Tylisos	35.29844	25.020236	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5305
C5306	Pentamodhi/Pentamodi: Cem	35.248692	25.026633	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5306
C5307	Hagios Myron	35.231272	25.029101	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5307
C5308	Alithini	35.013566	24.884249	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5308
C5309	Agios Savas/Savvas: Hab	34.945377	24.98872	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5309
C531	Vounon	37.444174	22.395991	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C531
C5310	Apesokari: Hab	35.003095	24.947142	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5310
C5311	Vasilika Anogeia: Cem	35.007946	24.968436	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5311
C5312	Stavros Galias	35.0774	24.874216	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5312
C5313	Moroni: Labyrinthos	35.079686	24.92041	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5313
C5314	Moires: Cem	35.050402	24.873639	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5314
C5315	Kourtes: Ceramics	35.104494	24.89914	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5315
C5316	Valis: Tholos	35.072925	25.028283	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5316
C5317	Damania: Trochaloi	35.138819	25.132621	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5317
C5318	Damania: Cem	35.134775	25.114226	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5318
C5319	Kamares Cave	35.177347	24.827558	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5319
C532	Manthyrea: Panayia	37.413719	22.387794	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C532
C5320	Ida (Cave)	35.208261	24.828841	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5320
C5321	Zominthos	35.24872	24.887027	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5321
C5322	Khondros: Kefali	35.03474	25.376153	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5322
C5323	Tepheli: Cem	35.091078	25.164955	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5323
C5324	Cave of Eileithyia (Cult)	34.988617	25.287758	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5324
C5325	Stavies: Tholoi	35.004907	25.022977	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5325
C5326	Doraki	35.006647	25.134766	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5326
C5327	Preveliana	35.137488	25.028303	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5327
C5329	Arkalachori: Cave	35.144322	25.260291	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5329
C533	Alea: Palaiochori	37.418672	22.435679	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C533
C5330	Antikalamos: Hab	37.063373	22.064774	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5330
C5331	Alagni Monofatsiou: Parades	35.183554	25.198791	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5331
C5332	Metaxada Kalopsana (1)	37.083347	21.741752	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5332
C5333	Galatas	35.174442	25.245812	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5333
C5334	Alagni: Mega Livadi	35.164802	25.194865	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5334
C5335	Alagni: Kato Rouma	35.164659	25.223455	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5335
C5336	Archondiko: Haghios Antonios	35.159372	25.261759	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5336
C5337	Apostoloi: Anemomyloi/Baires	35.223935	25.294561	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5337
C5338	Apostoloi: Grambélès	35.217689	25.275104	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5338
C5339	Kondou Limni	35.198292	25.29456	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5339
C534	Sarandapotamos Gorge	37.414722	22.434198	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C534
C5340	Korès	35.216403	25.31245962	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5340
C5341	Apostoloi: Trochaloi	35.210116	25.29260583	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5341
C5342	Apostoloi: Vatos	35.210298	25.296608	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5342
C5343	Armacha: Poros/Lakkos tou Astyrakia	35.158465	25.359791	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5343
C5344	Askoi: Képhalakia/Plaka	35.212709	25.390567	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5344
C5345	Askoi: Kephalakia/Tichida	35.225641	25.397314	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5345
C5346	Askoi: Pothamenou to Lakko	35.218632	25.402336	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5346
C5347	Askoi: Violi to Sochoro	35.219225	25.389249	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5347
C5348	Astrakoi: Kephala	35.22552811	25.22373559	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5348
C5349	Kato Astrakoi A	35.236869	25.222126	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5349
C535	Psili Vrysi: (Hollow)	37.427908	22.469347	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C535
C5350	Astritsi: Katostrati	35.193037	25.220634	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5350
C5351	Astritsi: Kephala Lykastos	35.18367	25.229489	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5351
C5352	Astritsi: Nira	35.186906	25.236158	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5352
C5353	Astritsi: Nira/Papouria	35.184061	25.233694	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5353
C5354	Astritsi: Nira/Skaphes	35.183307	25.235931	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5354
C5355	Avli: Migilissi A	35.12831621	25.30882775	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5355
C5356	Penindapende	35.11804918	25.3085867	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5356
C5357	Rikokephalo B	35.10915793	25.29861336	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5357
C5358	Chersonissos: Loures	35.32761776	25.35093463	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5358
C5359	Choudetsi: Ai Giannis	35.18101624	25.17247345	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5359
C536	Trachys: Alluvial Fan	37.738439	22.367444	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C536
C5360	Choudetsi: Andonaki Charakia	35.19401782	25.16689369	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5360
C5361	Choudetsi: Anemospilia	35.18295162	25.17611928	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5361
C5362	Choudetsi: Arapi Spilios/Monolithos A	35.19199082	25.15731993	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5362
C5363	Choudetsi: Chalasmata	35.1796872	25.17098278	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5363
C5364	Choudetsi: Epano Dimotiko Scholio	35.194632	25.179765	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5364
C5365	Choudetsi: Kavoussi/Psarogiorgi to Kephali	35.191944	25.172499	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5365
C5366	Choudetsi: Pezoulos/Lyrarogiorgi Pigai	35.196207	25.171725	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5366
C5367	Choudetsi: Phlambouriaris	35.17684954	25.16323301	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5367
C5368	Choumeri: Kephala	35.159349	25.243911	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5368
C5369	Embaros: Loutra	35.10527	25.384318	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5369
C537	Merkou Hill	37.721023	22.301211	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C537
C5370	Episkopi: Ai Lias	35.26214338	25.25977121	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5370
C5371	Episkopi: Patrona A	35.256398	25.254725	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5371
C5372	Episkopi: Patrona B	35.256734	25.2547	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5372
C5373	Galatas: Haghios Georghios	35.18347161	25.25234405	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5373
C5374	Galatas: Haghios Nikolaos	35.18153655	25.23885711	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5374
C5375	Gouves: Sochora	35.314118	25.311836	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5375
C5376	Haghia Paraskevi: Haghios Nikolaos A	35.175986	25.327908	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5376
C5377	Haghia Paraskevi: Limni	35.163657	25.324084	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5377
C5378	Haghia Paraskevi: Mousto Latsida	35.17381187	25.34350965	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5378
C5379	Palekoumos	35.167921	25.331565	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5379
C538	Levidhion: Panayia	37.687557	22.317834	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C538
C5380	Haghies Paraskies: Angarathiana B	35.218248	25.235613	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5380
C5381	Haghies Paraskies: Angarathiana A	35.21824848	25.23561321	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5381
C5382	Haghies Paraskies: Kato Alonaki/Chatzis Ali Plai A	35.2217132	25.23006208	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5382
C5383	Haghies Paraskies: Kato Alonaki/Chatzis Ali Plai B	35.2217132	25.23006208	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5383
C5384	Haghies Paraskies: Kolomodis/Berdai to Monastiri	35.21833708	25.22601184	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5384
C5385	Haghies Paraskies: Patelos	35.21429389	25.20574676	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5385
C5386	Haghios Vassilios: Ai Lias A	35.18174574	25.18276329	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5386
C5387	Haghios Vassilios: Brokali Plakes A	35.18950192	25.18163458	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5387
C5388	Zourgia/Kourabies	35.19029	25.1932	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5388
C5389	Nirou Khani/Megaron Nirou	35.330997	25.250812	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5389
C539	Artemision (Kakourion): Ayios Ilias	37.650052	22.383222	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C539
C5390	Ini: Kephala A	35.090243	25.289208	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5390
C5391	Plati: Kato Kephali	35.171941	25.44122	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5391
C5392	Psychro: Diktaean Cave	35.162662	25.445218	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5392
C5393	Kaminaki: Pigadistria	35.159572	25.461975	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5393
C5394	Kaminaki: Agia Paraskevi (Sherds)	35.156033	25.469183	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5394
C5395	Avrakontes: Kakadiavatos	35.156414	25.4781	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5395
C5396	Avrakontes: Stou Petra	35.162318	25.474351	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5396
C5397	Avrakontes: Kastellon	35.162541	25.476796	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5397
C5398	Agios Georgios: Augousti	35.173581	25.484541	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5398
C5399	Agios Georgios: Vasilikou	35.156662	25.500075	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5399
C540	Gortsouli	37.633622	22.392312	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C540
C5400	Agios Georgios: Chonari	35.156958	25.501773	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5400
C5401	Mesa Lasithi: Maxa	35.166046	25.526216	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5401
C5402	Agios Georgios: Alexenia	35.159663	25.510238	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5402
C5403	Agios Georgios: Poros	35.154306	25.503483	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5403
C5404	Agios Konstantinos: Vromiades	35.179264	25.506078	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5404
C5405	Tzermiado: Agia Anna	35.193689	25.491338	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5405
C5406	Tzermiada: Trapeza Cave	35.19779	25.493642	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5406
C5407	Thouria: Sherds	37.081622	22.052162	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5407
C5408	Tzermiado: Kastellos	35.196271	25.495858	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5408
C5409	Lagou: Kephali	35.200279	25.470519	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5409
C541	Merkovounion: Ayiolias	37.54273	22.383462	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C541
C5410	Plati: Skalia	35.169941	25.436116	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5410
C5411	Mesa Lasithi: Armi	35.184747	25.513625	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5411
C5412	Trapeza: Sarcophagus	35.197785	25.493864	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5412
C5413	Trapeza: LM Jar	35.19778	25.493423	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5413
C5414	Ini: Pyrgia	35.10002912	25.292851	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5414
C5415	Kainourghio: Vagia/Monastirika	35.298222	25.279917	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5415
C5416	Kallithea: Ai Lias/Prophitis Ilias A	35.3039956	25.18036032	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5416
C5417	Karouzana: Pano Agno	35.249389	25.354603	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5417
C5418	Kassanoi: Aphytroto	35.088457	25.315299	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5418
C5419	Kassanoi: Bouges B	35.088067	25.317947	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5419
C542	Loukas: Ayios Yeoryios	37.573935	22.45576	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C542
C5420	Kassanoi: Haghia Anna A	35.096504	25.300695	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5420
C5421	Zophoroi: Aspromouris	35.2037148	25.24959675	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5421
C5422	Zophoroi: Bélégris A	35.19804706	25.26402021	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5422
C5423	Zophoroi: Bitzariano	35.20593847	25.25776	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5423
C5424	Zophoroi: Kastellous A	35.19927606	25.27322226	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5424
C5425	Zophoroi: Kastellous B	35.19830129	25.27331689	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5425
C5426	Zophoroi: Trochaloi	35.20618107	25.27079242	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5426
C5427	Zinda: Kastellos	35.13639282	25.22895291	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5427
C5428	Vorou/Voritsi: Chani	35.28769409	25.30330573	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5428
C5429	Vorou/Voritsi: Haghios Georghios	35.2887452	25.29020375	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5429
C543	Asea: Kato Asea: Palaiokastro	37.405156	22.283029	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C543
C5430	Voni: Ammoudates	35.20036481	25.25007269	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5430
C5431	Voni: Archondika	35.19447602	25.24755504	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5431
C5432	Voni: Arphanameti Mandra	35.19768363	25.24514361	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5432
C5433	Voni: Boudourali to lakko	35.2098979	25.23839795	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5433
C5434	Voni: Chalavra	35.20786931	25.23397288	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5434
C5435	Voni: Dagala Vaga B	35.19767173	25.24717552	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5435
C5436	Voni: Haghios Georghios	35.19548403	25.24685649	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5436
C5437	Voni: Kalikas	35.19121555	25.23843289	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5437
C5438	Voni: Koliades A	35.19630447	25.25819362	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5438
C5439	Voni: Koliades B	35.1957396	25.25702061	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5439
C544	Nestani: Paniyiristra	37.6165243	22.46198	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C544
C5440	Voni: Modis Angélandoni Métochi	35.18636909	25.25116525	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5440
C5441	Voni: Pétras Amarathia	35.20022264	25.23758099	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5441
C5442	Voni: Skoutalia	35.18946757	25.25582568	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5442
C5443	Voni: Sochora	35.19618109	25.24746028	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5443
C5444	Vathia Kato: Kephali	35.30439611	25.24647955	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5444
C5445	Varvaroi/Myrtia: Kamaraki	35.23011067	25.20464012	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5445
C5446	Varvaro/Archangellos: Atziganoképhalo	35.19722365	25.31176658	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5446
C5447	Varvaro/Archangellos: Chalépa/Kambouroto Charaki	35.20286832	25.3142191	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5447
C5448	Varvaro/Archangellos: Gourna/Livadia	35.19550871	25.31443006	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5448
C5449	Varvaro/Archangellos: Kastellos/Driolakkos	35.21679458	25.31706938	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5449
C545	Karvouni: Sfakovouni	37.749066	22.193244	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C545
C5450	Varvaro/Archangellos: Opsigiadès Papagiannaki	35.19809761	25.31431799	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5450
C5451	Thrapsano: Tsikalochomata	35.19322099	25.28904306	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5451
C5452	Thrapsano: Sochora A	35.19291563	25.29400281	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5452
C5453	Thrapsano: Pézoulia	35.20174215	25.2779183	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5453
C5454	Thrapsano: Nipodora/Haghios Nikolaos	35.17554253	25.27087545	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5454
C5455	Thrapsano: MiliasA	35.18768264	25.25926882	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5455
C5456	Thomadiano: Amygdalos	35.0934961	25.36431757	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5456
C5457	Thomadiano: Spilios Kopranas	35.09075021	25.37274047	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5457
C5458	Stamnoi: Haghios Antonios A	35.28225314	25.22520426	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5458
C5459	Sphendyli: Kephali	35.24544641	25.40307206	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5459
C546	Kamares: Xeriko	38.29045	22.004064	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C546
C5460	Skotino: Kandari	35.28835146	25.30588944	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5460
C5461	Skopéla: Marmara	35.26964507	25.2484536	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5461
C5462	Skopéla: Sopata	35.26926135	25.25155899	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5462
C5463	Skalani: Aï Lias C	35.27725063	25.19531028	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5463
C5464	Sgouroképhali: Moniméritès	35.23671363	25.24093741	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5464
C5465	Sambas: Haghia Paraskévi	35.21901499	25.23912974	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5465
C5466	Sambas: Haghia Triada	35.24517884	25.28085259	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5466
C5467	Sambas: Lakkos/Phakistra	35.2150021	25.26533772	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5467
C5468	Sambas: Phounaroi	35.22328424	25.2386892	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5468
C5469	Sambas: Plakouria	35.21263718	25.24647053	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5469
C547	Starochorion (formerly Lalousi)	38.057894	21.752349	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C547
C5470	Sambas: Riza	35.22009204	25.27005335	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5470
C5471	Sambas: Stavrolakkous	35.23855757	25.27004445	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5471
C5472	Sambas: Trochaloi	35.21380752	25.24313756	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5472
C5473	Roussochoria: Haghios Georghios A	35.15167063	25.29859691	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5473
C5474	Potamiès: Vouni	35.2514095	25.3705196	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5474
C5475	Philissia: Bakiri Sterna	35.20788687	25.22514066	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5475
C5476	Philissia: Kolomodis/Tzarabolia	35.21531902	25.22932838	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5476
C5477	Péza: Haghios Konstantinos	35.22550059	25.19307843	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5477
C5478	Patsidéros: Mylos/Phténa	35.15798102	25.22779537	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5478
C5479	Patsidéros: Pyrgos	35.14832711	25.22485104	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5479
C5480	Patsidéros: Sopata (Pano)	35.16377782	25.22609279	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5480
C5481	Panaghia: Miliara Pervoli	35.10993203	25.32786706	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5481
C5482	Panaghia: Mouléphé/Haghios Géorghios	35.11860522	25.3620476	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5482
C5483	Panaghia: Phengarakia/Mnimata	35.10463331	25.33662426	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5483
C5484	Nipiditos : Dikigorou Ambéli	35.14001771	25.31316414	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5484
C5485	Nipiditos : Koutsoura	35.14346068	25.32405362	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5485
C5486	Mouktaro/Évanghélismos : Kypéras	35.17552318	25.30491699	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5486
C5487	Mochos : Chalépia Lagoudaki/Lygaras	35.25575474	25.44420533	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5487
C5488	Mélessès : Aï Giannis	35.19762777	25.2124425	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5488
C5489	Mélessès : Kaminia/Bilalaga	35.18117049	25.19085977	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C5489
